Year,Provocation,Activity,Day,Month,Injury,State,Latitude,Longitude,SharkName,SharkLength,InjuryLocation,Gender,Age,IncidentTime,SharkScientific
1975,provoked,snorkelling,9.0,2,injured,VIC,-38.4,144.1833333,wobbegong,2.4,"""torso, shoulder""",male,45.0,,Orectolobidae
1975,unprovoked,swimming,18.0,3,injured,QLD,-16.55,139.4,tiger shark,3.166265060240964,"""arm, hand""",female,,,Galeocerdo cuvier
1975,unprovoked,boarding,26.0,7,injured,QLD,-26.65,153.0833333,white shark,3.0,"""leg, pelvic region""",male,21.0,1900-01-01 17:00:00,Carcharodon carcharias
1975,provoked,diving,30.0,7,fatal,TAS,-43.35,147.35,white shark,3.375,other: body not recovered,male,37.0,1900-01-01 13:00:00,Carcharodon carcharias
1975,provoked,spearfishing,20.0,11,injured,NSW,-33.78333333,151.2833333,wobbegong,2.0,leg,male,20.0,1900-01-01 12:15:00,Orectolobidae
1976,provoked,spearfishing,19.0,9,injured,SA,-32.98333333,137.7833333,white shark,2.7,leg,male,17.0,,Carcharodon carcharias
1977,unprovoked,boarding,26.0,2,injured,NSW,-28.23333333,153.5666667,tiger shark,4.0,Unknown,male,24.0,,Galeocerdo cuvier
1977,unprovoked,swimming,13.0,3,fatal,QLD,-27.25,153.25,tiger shark,4.0,other: body not recovered,male,43.0,,Galeocerdo cuvier
1977,unprovoked,swimming,13.0,3,fatal,QLD,-27.25,153.25,tiger shark,4.0,torso,male,64.5,,Galeocerdo cuvier
1977,unprovoked,swimming,25.0,4,injured,QLD,-28.08333333,153.45,bull shark,2.4013698630136986,leg,male,19.0,,Carcharhinus leucas
1977,unprovoked,snorkelling,23.0,8,fatal,QLD,-26.68333333,153.1333333,tiger shark,3.166265060240964,"""arm, torso, foot""",male,26.0,,Galeocerdo cuvier
1977,unprovoked,boarding,31.0,8,injured,SA,-32.08333333,132.9666667,white shark,3.375,thigh,male,17.0,,Carcharodon carcharias
1978,unprovoked,boarding,28.0,8,uninjured,WA,-31.76666667,115.7166667,white shark,2.0,other: uninjured,male,15.0,1900-01-01 07:30:00,Carcharodon carcharias
1978,provoked,diving,1.0,9,uninjured,TAS,-43.16666667,147.9833333,white shark,3.375,other: uninjured,male,34.0,1900-01-01 12:00:00,Carcharodon carcharias
1978,unprovoked,swimming,29.0,12,injured,QLD,-26.8,153.1166667,bull shark,2.4013698630136986,leg,male,15.0,,Carcharhinus leucas
1979,provoked,swimming,2.0,1,uninjured,QLD,-26.66666667,153.1166667,bronze whaler shark,2.4,other: uninjured,male,,,Carcharhinus brachyurus
1979,unprovoked,swimming,16.0,9,injured,NSW,-28.63333333,153.6166667,whaler shark,2.0,thigh,male,18.0,,Carcharhinidae
1980,provoked,diving,5.0,1,injured,NSW,-32.43333333,152.5166667,wobbegong,1.8,arm,male,,,Orectolobidae
1980,provoked,spearfishing,2.0,3,injured,VIC,-38.41666667,145.05,bronze whaler shark,3.0,"""arm, hand""",male,42.0,1900-01-01 11:30:00,Carcharhinus brachyurus
1980,unprovoked,boarding,28.0,3,injured,QLD,-27.41666667,153.5333333,whaler shark,2.2,calf,male,21.0,,Carcharhinidae
1980,unprovoked,boarding,1.0,9,uninjured,SA,-32.08333333,132.9666667,white shark,3.375,other: uninjured,male,,,Carcharodon carcharias
1980,provoked,diving,22.0,10,injured,QLD,-16.91666667,145.7666667,grey reef shark,2.0,head,female,,,Carcharhinus amblyrhynchos
1980,unprovoked,swimming,18.0,11,injured,WA,-31,115.3,white shark,3.375,torso,male,,,Carcharodon carcharias
1981,unprovoked,boarding,1.0,1,uninjured,NSW,-28.63333333,153.6166667,tiger shark,2.5,other: uninjured,male,27.0,1900-01-01 07:00:00,Galeocerdo cuvier
1981,unprovoked,swimming,7.0,2,injured,WA,-32,115.5166667,wobbegong,1.5,leg,male,37.0,,Orectolobidae
1981,unprovoked,other: standing in water,16.0,2,injured,WA,-32.01666667,115.7333333,wobbegong,1.0,foot,male,,,Orectolobidae
1981,unprovoked,swimming,13.0,12,injured,QLD,-16.75,145.9666667,tiger shark,3.166265060240964,torso,female,,,Galeocerdo cuvier
1982,provoked,diving,1.0,2,uninjured,TAS,-43.51666667,146.9,white shark,5.5,other: uninjured,male,,,Carcharodon carcharias
1982,provoked,spearfishing,28.0,2,fatal,TAS,-43.56666667,146.8833333,white shark,6.0,other: body not recovered,male,32.0,,Carcharodon carcharias
1982,unprovoked,boarding,7.0,3,fatal,NSW,-28.63333333,153.6166667,white shark,3.375,leg,male,20.0,,Carcharodon carcharias
1983,unprovoked,swimming,25.0,7,uninjured,QLD,-18.9,147.7333333,tiger shark,4.0,Unknown,male,33.0,,Galeocerdo cuvier
1983,unprovoked,swimming,25.0,7,fatal,QLD,-18.68333333,147.1,tiger shark,4.0,other: body not recovered,female,21.0,1900-01-01 04:00:00,Galeocerdo cuvier
1983,unprovoked,swimming,25.0,7,fatal,QLD,-18.68333333,147.1,tiger shark,4.0,other: body not recovered,male,24.0,,Galeocerdo cuvier
1983,unprovoked,swimming,12.0,11,injured,QLD,-28.16666667,153.5333333,tiger shark,3.166265060240964,thigh,male,10.0,,Galeocerdo cuvier
1983,provoked,diving,1.0,12,injured,SA,-35.31666667,136.1,white shark,4.0,"""arm, hand""",male,,,Carcharodon carcharias
1984,unprovoked,swimming,11.0,2,injured,QLD,-21.13333333,149.1833333,tiger shark,3.166265060240964,"""arm, hand""",male,27.0,,Galeocerdo cuvier
1984,unprovoked,other: standing in water,1.0,3,injured,WA,-23.13333333,113.7666667,whaler shark,2.2,calf,male,25.0,,Carcharhinidae
1984,unprovoked,other: standing in water,16.0,3,injured,WA,-31.83333333,115.75,wobbegong,0.3,leg,male,,,Orectolobidae
1984,provoked,diving,15.0,6,uninjured,TAS,-43.23333333,147.7833333,white shark,6.0,Unknown,male,,,Carcharodon carcharias
1984,unprovoked,other: standing in water,1.0,9,injured,NT,-14.11666667,129.5333333,tiger shark,3.166265060240964,"""arm, head, torso""",female,27.0,,Galeocerdo cuvier
1984,unprovoked,boarding,1.0,10,uninjured,NSW,-28.68333333,153.6166667,white shark,2.5,other: uninjured,male,25.0,1900-01-01 07:00:00,Carcharodon carcharias
1984,provoked,diving,14.0,10,uninjured,TAS,-43.13333333,148,white shark,6.0,Unknown,male,,,Carcharodon carcharias
1984,unprovoked,swimming,30.0,11,fatal,QLD,-21.05,149.1833333,tiger shark,4.0,"""arm, head, torso""",male,15.0,1900-01-01 12:00:00,Galeocerdo cuvier
1985,unprovoked,boarding,1.0,2,uninjured,VIC,-38.33333333,144.3,white shark,2.0,Unknown,male,36.0,1900-01-01 06:00:00,Carcharodon carcharias
1985,provoked,diving,1.0,3,injured,WA,-31.85,115.75,wobbegong,0.7,thigh,female,20.0,1900-01-01 10:30:00,Orectolobidae
1985,unprovoked,snorkelling,3.0,3,fatal,SA,-34.46666667,136.0166667,white shark,6.0,torso,female,33.0,1900-01-01 12:30:00,Carcharodon carcharias
1985,provoked,diving,1.0,9,injured,QLD,-13.91666667,146.6166667,whitetip reef shark,2.0,"""arm, hand""",male,,,Triaenodon obesus
1985,provoked,diving,14.0,12,injured,NSW,-29.91666667,153.3833333,wobbegong,1.3408602150537634,thigh,male,,,Orectolobidae
1986,provoked,spearfishing,1.0,1,fatal,QLD,-10.66666667,142.1833333,tiger shark,3.166265060240964,Unknown,male,,,Galeocerdo cuvier
1986,provoked,swimming,16.0,3,injured,NT,-12.36666667,130.8333333,wobbegong,1.0,leg,male,13.0,,Orectolobidae
1986,unprovoked,diving,18.0,5,injured,NSW,-33.81666667,151.3,wobbegong,1.8,"""arm, hand""",male,41.0,1900-01-01 09:30:00,Orectolobidae
1986,unprovoked,diving,3.0,8,injured,NSW,-33.81666667,151.3,wobbegong,1.8,thigh,female,,1900-01-01 11:30:00,Orectolobidae
1986,unprovoked,boarding,1.0,10,uninjured,WA,-12.15,96.81666667,tiger shark,3.0,Unknown,male,39.0,1900-01-01 11:00:00,Galeocerdo cuvier
1987,unprovoked,swimming,6.0,1,injured,QLD,-14.66666667,145.45,tiger shark,2.0,calf,male,38.0,1900-01-01 07:30:00,Galeocerdo cuvier
1987,provoked,diving,28.0,1,injured,QLD,-13.91666667,146.6166667,whitetip reef shark,1.7,"""torso, pelvic region""",female,,,Triaenodon obesus
1987,provoked,diving,2.0,2,injured,NSW,-32.16666667,152.5166667,wobbegong,1.0,thigh,female,17.0,1900-01-01 09:45:00,Orectolobidae
1987,unprovoked,boarding,4.0,2,fatal,VIC,-38.46666667,144.8833333,white shark,3.375,Unknown,male,,,Carcharodon carcharias
1987,unprovoked,boarding,30.0,3,injured,WA,-33.88333333,121.8166667,white shark,3.375,leg,male,19.0,1900-01-01 17:30:00,Carcharodon carcharias
1987,unprovoked,swimming,1.0,4,injured,WA,-32.16666667,115.65,wobbegong,1.3408602150537634,leg,male,,,Orectolobidae
1987,unprovoked,diving,18.0,9,fatal,SA,-34.91666667,138.5833333,white shark,4.5,Unknown,male,47.0,,Carcharodon carcharias
1987,unprovoked,swimming,1.0,10,injured,NT,-14.16666667,132.1833333,bull shark,2.4013698630136986,arm,female,,,Carcharhinus leucas
1987,provoked,diving,10.0,12,uninjured,QLD,-14.66666667,145.45,hammerhead shark,4.0,other: uninjured,male,,1900-01-01 12:00:00,Sphyrnidae
1988,unprovoked,swimming,4.0,7,injured,NSW,-33.26666667,151.5666667,white shark,3.375,calf,female,10.0,,Carcharodon carcharias
1988,unprovoked,boarding,6.0,10,injured,SA,-34.91666667,138.5833333,white shark,3.375,"""leg, hand""",male,15.0,1900-01-01 12:15:00,Carcharodon carcharias
1988,provoked,spearfishing,1.0,10,uninjured,QLD,-23.9,152.3833333,tiger shark,3.166265060240964,other: uninjured,male,,,Galeocerdo cuvier
1988,unprovoked,boarding,22.0,10,injured,VIC,-38.5,145.2666667,white shark,1.2,calf,male,35.0,1900-01-01 15:00:00,Carcharodon carcharias
1988,unprovoked,swimming,8.0,11,fatal,QLD,-23.11666667,150.7333333,tiger shark,4.5,torso,male,17.0,,Galeocerdo cuvier
1988,unprovoked,swimming,7.0,11,fatal,QLD,-23.11666667,150.7333333,tiger shark,4.5,Unknown,male,62.0,,Galeocerdo cuvier
1989,provoked,diving,1.0,1,injured,NSW,-33.86666667,151.2,wobbegong,2.0,arm,male,19.0,,Orectolobidae
1989,unprovoked,boarding,1.0,1,uninjured,VIC,-38.5,145.2666667,white shark,4.0,other: uninjured,male,30.0,1900-01-01 17:00:00,Carcharodon carcharias
1989,unprovoked,snorkelling,1.0,1,injured,WA,-32,115.5166667,wobbegong,1.2,leg,male,,1900-01-01 14:00:00,Orectolobidae
1989,unprovoked,boarding,3.0,1,injured,NSW,-28.88333333,153.55,white shark,3.0,torso,male,17.0,1900-01-01 16:00:00,Carcharodon carcharias
1989,provoked,snorkelling,4.0,3,uninjured,WA,-17.96666667,122.2333333,tiger shark,3.0,Unknown,male,,1900-01-01 11:00:00,Galeocerdo cuvier
1989,provoked,spearfishing,15.0,3,injured,QLD,-10.11666667,142.1333333,whaler shark,2.0,thigh,male,32.0,1900-01-01 16:30:00,Carcharhinidae
1989,unprovoked,boarding,9.0,3,fatal,SA,-35.63333333,138.4833333,white shark,2.0,thigh,male,27.0,1900-01-01 20:15:00,Carcharodon carcharias
1989,unprovoked,boarding,13.0,8,uninjured,NSW,-28.78333333,153.5833333,white shark,3.0,other: uninjured,male,17.0,1900-01-01 06:30:00,Carcharodon carcharias
1989,unprovoked,boarding,22.0,10,uninjured,TAS,-41.43333333,148.2666667,white shark,2.1,Unknown,male,17.0,1900-01-01 14:50:00,Carcharodon carcharias
1989,unprovoked,swimming,22.0,10,injured,NT,-14.16666667,132.1833333,bull shark,2.0,thigh,female,31.0,,Carcharhinus leucas
1989,unprovoked,boarding,22.0,11,injured,VIC,-38.53333333,145.4666667,white shark,4.5,thigh,male,32.0,1900-01-01 19:30:00,Carcharodon carcharias
1989,unprovoked,swimming,2.0,11,injured,QLD,-28.03333333,153.4,bull shark,2.0,calf,male,10.0,1900-01-01 18:00:00,Carcharhinus leucas
1989,unprovoked,diving,1.0,12,injured,WA,-16.38333333,122.9166667,wobbegong,1.3408602150537634,"""arm, hand""",male,,,Orectolobidae
1989,provoked,swimming,3.0,12,injured,NT,-12.28333333,136.8166667,tiger shark,2.0,leg,male,17.0,,Galeocerdo cuvier
1990,unprovoked,boarding,10.0,4,uninjured,QLD,-28.15,153.5333333,tiger shark,4.0,other: uninjured,male,31.0,1900-01-01 06:00:00,Galeocerdo cuvier
1990,unprovoked,boarding,6.0,4,uninjured,NSW,-28.18333333,153.55,white shark,3.0,other: uninjured,male,29.0,,Carcharodon carcharias
1990,provoked,snorkelling,8.0,4,fatal,QLD,-19.16666667,148.3833333,tiger shark,3.166265060240964,torso,male,36.0,1900-01-01 14:00:00,Galeocerdo cuvier
1990,provoked,snorkelling,10.0,5,injured,QLD,-16.21666667,145.8833333,hammerhead shark,3.0,calf,female,33.0,1900-01-01 12:00:00,Sphyrnidae
1990,provoked,snorkelling,10.0,5,injured,QLD,-16.21666667,145.8833333,hammerhead shark,3.0,"""arm, hand""",male,44.0,1900-01-01 12:00:00,Sphyrnidae
1990,unprovoked,other: standing in water,24.0,9,injured,QLD,-25.9,153.0833333,wobbegong,0.6,foot,male,13.0,1900-01-01 08:30:00,Orectolobidae
1990,unprovoked,swimming,27.0,10,injured,QLD,-28.03333333,153.4,bull shark,1.8,"""leg, pelvic region""",male,26.0,1900-01-01 20:00:00,Carcharhinus leucas
1990,unprovoked,boarding,25.0,10,injured,SA,-35.51666667,138.7666667,white shark,1.1,foot,male,20.0,1900-01-01 10:30:00,Carcharodon carcharias
1990,unprovoked,swimming,28.0,11,injured,QLD,-28,153.4166667,bull shark,1.5,"""arm, torso, pelvic region""",male,26.0,1900-01-01 16:40:00,Carcharhinus leucas
1991,unprovoked,boarding,11.0,1,injured,QLD,-23.83333333,151.25,unknown species,2.0,leg,male,22.0,1900-01-01 17:45:00,Unknown species
1991,provoked,spearfishing,4.0,1,uninjured,VIC,-38.26666667,144.65,bronze whaler shark,3.0,other: uninjured,male,14.0,,Carcharhinus brachyurus
1991,unprovoked,snorkelling,5.0,1,uninjured,NSW,-33.51666667,151.3666667,dusky shark,1.2,other: uninjured,male,45.0,1900-01-01 15:00:00,Carcharhinus obscurus
1991,unprovoked,swimming,19.0,1,injured,QLD,-28.03333333,153.4,bull shark,1.5,"""leg, pelvic region""",male,29.0,1900-01-01 08:30:00,Carcharhinus leucas
1991,provoked,diving,3.0,3,injured,NSW,-34.56666667,150.8666667,grey nurse shark,2.0,"""arm, leg""",male,18.0,1900-01-01 16:00:00,Carcharius taurus
1991,unprovoked,diving,8.0,9,fatal,SA,-35.28333333,138.4333333,white shark,4.0,torso,male,19.0,1900-01-01 14:35:00,Carcharodon carcharias
1991,unprovoked,boarding,15.0,11,injured,WA,-32.51666667,115.7,white shark,1.0,leg,male,14.0,,Carcharodon carcharias
1992,unprovoked,boarding,29.0,1,injured,QLD,-28.16666667,153.5333333,white shark,2.8,leg,male,19.0,1900-01-01 20:00:00,Carcharodon carcharias
1992,unprovoked,boarding,10.0,2,uninjured,QLD,-24.86666667,152.35,tiger shark,3.0,other: uninjured,male,22.0,,Galeocerdo cuvier
1992,provoked,unknown,7.0,3,uninjured,QLD,-27.98333333,153.3333333,bull shark,2.5,other: uninjured,male,24.0,,Carcharhinus leucas
1992,unprovoked,boarding,10.0,3,injured,VIC,-38.28333333,144.6,white shark,2.7,"""leg, pelvic region""",male,17.0,1900-01-01 11:30:00,Carcharodon carcharias
1992,unprovoked,boarding,25.0,8,injured,SA,-34.25,135.1666667,white shark,3.5,torso,male,16.0,1900-01-01 17:50:00,Carcharodon carcharias
1992,unprovoked,boarding,1.0,10,fatal,QLD,-27.08333333,153.4,white shark,4.2,Unknown,male,28.0,1900-01-01 14:30:00,Carcharodon carcharias
1993,provoked,spearfishing,5.0,1,injured,QLD,-20.05,148.8833333,whitetip reef shark,1.5,arm,male,21.0,1900-01-01 09:00:00,Triaenodon obesus
1993,provoked,spearfishing,1.0,4,uninjured,TAS,-40.93333333,146.9833333,white shark,3.0,other: uninjured,male,32.0,,Carcharodon carcharias
1993,provoked,spearfishing,27.0,4,injured,SA,-34.21666667,138.0166667,white shark,3.375,calf,male,60.0,1900-01-01 19:15:00,Carcharodon carcharias
1993,unprovoked,diving,5.0,6,fatal,TAS,-40.93333333,146.9833333,white shark,4.0,other: body not recovered,female,35.0,1900-01-01 11:00:00,Carcharodon carcharias
1993,unprovoked,diving,9.0,6,fatal,NSW,-28.63333333,153.6166667,white shark,6.0,torso,male,31.0,1900-01-01 09:30:00,Carcharodon carcharias
1993,provoked,diving,21.0,11,fatal,WA,-17.96666667,122.2333333,tiger shark,4.0,Unknown,male,28.0,1900-01-01 16:00:00,Galeocerdo cuvier
1993,unprovoked,boarding,10.0,12,uninjured,QLD,-23.36666667,150.5,whaler shark,2.0,other: uninjured,male,13.0,,Carcharhinidae
1994,unprovoked,swimming,9.0,1,injured,QLD,-27.53333333,153.8333333,bull shark,1.5,thigh,male,22.0,1900-01-01 13:30:00,Carcharhinus leucas
1994,unprovoked,swimming,9.0,1,injured,QLD,-27.98333333,153.4166667,bull shark,2.4013698630136986,foot,male,,,Carcharhinus leucas
1994,provoked,fishing,2.0,2,injured,SA,-37.31666667,139.8333333,wobbegong,1.6,foot,male,39.0,1900-01-01 20:00:00,Orectolobidae
1994,unprovoked,swimming,4.0,4,injured,QLD,-27.93333333,153.4166667,whaler shark,2.2,"""arm, hand""",female,,1900-01-01 09:45:00,Carcharhinidae
1994,provoked,diving,3.0,11,injured,VIC,-38.46666667,144.8833333,wobbegong,3.0,torso,male,23.0,,Orectolobidae
1995,provoked,diving,1.0,2,uninjured,VIC,-38.51666667,145.0833333,sevengill shark,2.6,Unknown,male,34.0,1900-01-01 07:30:00,Notorynchus cepedianus
1995,unprovoked,boarding,27.0,2,injured,SA,-35.53333333,138.6666667,wobbegong,1.3408602150537634,foot,male,14.0,,Orectolobidae
1995,unprovoked,boarding,11.0,3,injured,SA,-32.08333333,132.9666667,white shark,2.0,arm,male,35.0,1900-01-01 07:30:00,Carcharodon carcharias
1995,unprovoked,boarding,21.0,3,uninjured,NSW,-33.85,151.2333333,bull shark,2.5,other: uninjured,female,29.0,1900-01-01 07:00:00,Carcharhinus leucas
1995,unprovoked,diving,9.0,4,injured,NSW,-37.05,149.9,wobbegong,1.3408602150537634,"""arm, hand""",male,,,Orectolobidae
1995,unprovoked,diving,18.0,5,uninjured,WA,-24.83333333,113.1333333,tiger shark,3.0,other: uninjured,male,49.0,1900-01-01 10:00:00,Galeocerdo cuvier
1995,unprovoked,diving,11.0,9,fatal,WA,-33.88333333,120.6833333,white shark,3.0,torso,male,29.0,1900-01-01 15:00:00,Carcharodon carcharias
1995,unprovoked,other: standing in water,11.0,10,injured,QLD,-25,152.8333333,tiger shark,3.166265060240964,leg,female,15.0,1900-01-01 15:00:00,Galeocerdo cuvier
1995,provoked,unknown,10.0,11,injured,NSW,-29.53333333,153.3333333,bull shark,1.0,thigh,male,35.0,,Carcharhinus leucas
1995,unprovoked,swimming,18.0,11,injured,QLD,-23.16666667,150.95,tiger shark,1.8,leg,male,19.0,1900-01-01 16:00:00,Galeocerdo cuvier
1995,unprovoked,swimming,31.0,12,injured,NSW,-33.55,151.2666667,bull shark,2.6,arm,male,24.0,1900-01-01 15:30:00,Carcharhinus leucas
1996,unprovoked,other: standing in water,22.0,1,injured,QLD,-27.85,153.4,bull shark,2.4013698630136986,calf,female,13.0,1900-01-01 14:00:00,Carcharhinus leucas
1996,provoked,spearfishing,14.0,1,injured,WA,-35.05,117.6833333,wobbegong,0.7,leg,male,40.0,1900-01-01 15:15:00,Orectolobidae
1996,unprovoked,swimming,26.0,2,injured,NSW,-33.86666667,151.2,bull shark,2.0,thigh,male,24.0,1900-01-01 01:30:00,Carcharhinus leucas
1996,provoked,other: standing in water,4.0,2,injured,NSW,-31.51666667,159.05,galapagos shark,1.4,foot,male,7.0,,Carcharhinus galapagensis
1996,unprovoked,swimming,5.0,3,injured,QLD,-23.43333333,151.9,whaler shark,2.2,"""arm, leg""",female,47.0,1900-01-01 07:00:00,Carcharhinidae
1996,unprovoked,swimming,26.0,4,injured,NSW,-33.66666667,151.3,wobbegong,1.3408602150537634,leg,female,16.0,,Orectolobidae
1996,unprovoked,swimming,26.0,4,injured,NSW,-33.66666667,151.3,wobbegong,1.3408602150537634,thigh,male,11.0,,Orectolobidae
1996,unprovoked,boarding,6.0,6,uninjured,VIC,-38.41666667,145.0666667,white shark,3.0,other: uninjured,male,47.0,1900-01-01 17:30:00,Carcharodon carcharias
1996,unprovoked,other: standing in water,19.0,9,injured,WA,-32,115.5166667,wobbegong,1.3408602150537634,thigh,male,,,Orectolobidae
1996,unprovoked,boarding,22.0,12,injured,VIC,-38.41666667,144.1833333,wobbegong,1.3408602150537634,leg,female,12.0,,Orectolobidae
1996,unprovoked,boarding,29.0,12,injured,QLD,-26.5,153,wobbegong,1.3408602150537634,foot,female,18.0,1900-01-01 18:00:00,Orectolobidae
1997,unprovoked,snorkelling,20.0,1,injured,QLD,-20.25,148.9666667,tiger shark,2.0,leg,male,27.0,1900-01-01 11:00:00,Galeocerdo cuvier
1997,unprovoked,boarding,20.0,1,injured,QLD,-28.15,153.5333333,bull shark,1.0,leg,male,8.0,1900-01-01 13:00:00,Carcharhinus leucas
1997,unprovoked,unmotorised boating,1.0,1,uninjured,VIC,-38.51666667,145.0833333,white shark,3.0,other: uninjured,male,32.0,,Carcharodon carcharias
1997,unprovoked,diving,28.0,2,injured,QLD,-20.26666667,148.9,grey reef shark,1.95,"""arm, shoulder""",male,30.0,1900-01-01 10:45:00,Carcharhinus amblyrhynchos
1997,unprovoked,swimming,28.0,2,injured,QLD,-27.98333333,153.3333333,bull shark,2.4013698630136986,leg,female,20.0,1900-01-01 13:30:00,Carcharhinus leucas
1997,unprovoked,unmotorised boating,3.0,2,uninjured,NSW,-33.86666667,151.2,bull shark,2.0,other: uninjured,female,49.0,1900-01-01 06:15:00,Carcharhinus leucas
1997,unprovoked,boarding,26.0,7,injured,QLD,-26.65,153.1,tiger shark,1.5,calf,male,18.0,1900-01-01 14:00:00,Galeocerdo cuvier
1997,unprovoked,boarding,28.0,10,injured,WA,-31.98333333,115.75,white shark,5.0,head,male,,1900-01-01 06:30:00,Carcharodon carcharias
1997,unprovoked,boarding,10.0,11,uninjured,VIC,-38.28333333,144.45,white shark,2.0,other: uninjured,male,21.0,1900-01-01 15:15:00,Carcharodon carcharias
1997,unprovoked,diving,9.0,11,injured,WA,-35.13333333,117.95,white shark,5.0,"""arm, shoulder""",male,42.0,,Carcharodon carcharias
1997,unprovoked,other: standing in water,29.0,12,injured,WA,-33.98333333,114.9833333,wobbegong,1.3408602150537634,leg,male,4.0,1900-01-01 09:00:00,Orectolobidae
1997,unprovoked,swimming,1.0,12,injured,NSW,-29.1,153.4333333,wobbegong,1.3408602150537634,leg,male,18.0,1900-01-01 15:30:00,Orectolobidae
1997,unprovoked,swimming,14.0,12,injured,QLD,-20.11666667,148.9166667,bull shark,2.4013698630136986,leg,male,8.0,,Carcharhinus leucas
1998,provoked,diving,28.0,1,injured,WA,-34.21666667,115.0166667,wobbegong,2.4,calf,male,34.0,1900-01-01 10:00:00,Orectolobidae
1998,unprovoked,snorkelling,26.0,1,uninjured,QLD,-18.66666667,146.5,tiger shark,3.3,other: uninjured,male,45.0,1900-01-01 06:00:00,Galeocerdo cuvier
1998,unprovoked,boarding,17.0,1,injured,SA,-35.5,138.7,wobbegong,1.3408602150537634,foot,male,31.0,,Orectolobidae
1998,unprovoked,snorkelling,28.0,6,fatal,SA,-35.31666667,136.1,white shark,4.0,"""torso, leg""",male,26.0,1900-01-01 14:00:00,Carcharodon carcharias
1998,unprovoked,diving,1.0,9,injured,NSW,-35.03333333,150.7166667,wobbegong,1.3408602150537634,thigh,male,,,Orectolobidae
1998,provoked,diving,20.0,10,injured,QLD,-26.5,153,wobbegong,1.2,"""arm, hand""",male,37.0,1900-01-01 14:00:00,Orectolobidae
1998,unprovoked,boarding,22.0,12,injured,SA,-35.5,138.7,wobbegong,1.3408602150537634,calf,female,21.0,,Orectolobidae
1998,provoked,spearfishing,8.0,12,injured,NSW,-33.95,151.15,whaler shark,2.2,calf,male,,,Carcharhinidae
1999,unprovoked,boarding,23.0,2,injured,NSW,-30.56666667,152.9833333,white shark,3.375,arm,male,35.0,1900-01-01 19:30:00,Carcharodon carcharias
1999,unprovoked,boarding,29.0,5,fatal,SA,-34.88333333,137.45,white shark,3.375,torso,male,22.0,1900-01-01 16:00:00,Carcharodon carcharias
1999,provoked,diving,25.0,10,injured,QLD,-27.38333333,153.4333333,wobbegong,1.3408602150537634,thigh,male,,,Orectolobidae
1999,unprovoked,diving,27.0,12,uninjured,NSW,-32.21666667,152.6,bronze whaler shark,2.9,other: uninjured,male,34.0,1900-01-01 09:30:00,Carcharhinus brachyurus
1999,provoked,diving,23.0,12,uninjured,WA,-31.88333333,115.75,white shark,6.0,other: uninjured,male,,,Carcharodon carcharias
2000,unprovoked,boarding,7.0,2,uninjured,NSW,-34.03333333,151.15,white shark,3.375,other: uninjured,male,57.0,1900-01-01 12:10:00,Carcharodon carcharias
2000,unprovoked,boarding,4.0,2,injured,SA,-32.08333333,132.9833333,white shark,3.0,"""arm, torso""",male,26.0,1900-01-01 11:00:00,Carcharodon carcharias
2000,unprovoked,swimming,3.0,2,injured,WA,-31.81666667,115.7333333,wobbegong,1.2,foot,male,51.0,1900-01-01 05:45:00,Orectolobidae
2000,unprovoked,swimming,30.0,3,injured,QLD,-27.96666667,153.4166667,white shark,2.6,calf,male,26.0,1900-01-01 14:10:00,Carcharodon carcharias
2000,unprovoked,boarding,8.0,3,injured,WA,-31.95,115.0666667,white shark,1.7,thigh,male,20.0,1900-01-01 18:30:00,Carcharodon carcharias
2000,unprovoked,boarding,15.0,3,uninjured,NSW,-33.48333333,151.4166667,white shark,3.0,other: uninjured,male,38.0,1900-01-01 19:30:00,Carcharodon carcharias
2000,unprovoked,swimming,2.0,3,injured,NSW,-33.86666667,151.2,bull shark,0.8,foot,male,61.0,,Carcharhinus leucas
2000,unprovoked,unmotorised boating,10.0,3,uninjured,NSW,-33.86666667,151.2,bull shark,2.0,other: uninjured,male,,,Carcharhinus leucas
2000,unprovoked,boarding,3.0,4,uninjured,NSW,-33.93333333,151.25,whaler shark,2.8,other: uninjured,male,,1900-01-01 15:00:00,Carcharhinidae
2000,provoked,other: standing in water,13.0,4,injured,WA,-31.98333333,115.75,wobbegong,1.3408602150537634,foot,female,11.0,,Orectolobidae
2000,unprovoked,boarding,25.0,9,fatal,SA,-33.61666667,134.8166667,white shark,3.375,torso,male,17.0,1900-01-01 12:30:00,Carcharodon carcharias
2000,unprovoked,boarding,24.0,9,fatal,SA,-32.08333333,132.9666667,white shark,4.5,torso,male,25.0,1900-01-01 07:30:00,Carcharodon carcharias
2000,provoked,diving,21.0,11,uninjured,QLD,-18.66666667,146.5,tiger shark,4.0,other: uninjured,male,28.0,1900-01-01 09:10:00,Galeocerdo cuvier
2000,unprovoked,swimming,6.0,11,injured,WA,-31.98333333,115.75,white shark,4.0,foot,male,52.0,1900-01-01 06:30:00,Carcharodon carcharias
2000,unprovoked,swimming,6.0,11,uninjured,NSW,-34.63333333,150.3833333,white shark,2.9,other: uninjured,male,40.0,1900-01-01 15:00:00,Carcharodon carcharias
2000,provoked,diving,3.0,11,uninjured,SA,-33.18333333,134.65,white shark,4.0,other: uninjured,male,27.0,1900-01-01 12:00:00,Carcharodon carcharias
